name,pages,extinct,gif,special,obtain
Torrid diamond,armor/subaccessory,0,photo/armor60/torriddiamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
Torrid medullary,armor/subaccessory,0,photo/armor60/torridmedullary.gif,Used by Mages and Poets,Ice Dungeon 2009 Special Info: Used by Mages and Poets
Toxic Aura,weapons/spears,0,photo/weapons60/toxicaura.gif,Break on Death,Imp Boss
Trident,weapons/extinct|weapons/spears,1,photo/weapons60/militaryfork.gif,Extinct,Beta Weapon
Tropic grass skirt,armor/coataccessory,0,photo/armor60/tropicgrassskirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Trunks,armor/peasantarmor,0,photo/armor60/trunks.gif,None,NPC in Maze Game Special Info: None
Tuna wizard eye,armor/handitems,0,photo/armor60/tunawizardeye.gif,0,"Dropped by Tuna Wizard Boss, River Ogres Special Info: 0"
Tuna wizard wand,weapons/spears,0,photo/weapons60/tunawizardwand.gif,"Dropped by Tuna Wizard, River Ogre Cave",Ogre River Cve
Turtle Staff,weapons/spears,0,photo/weapons60/turtlestaff.gif,Break on Death,Lost Mines Event - Hyul 27
Unearthly JiPanEe Tai,weapons/spears,0,photo/weapons60/jipaneetai.gif,None,Event
Unearthly JiPanEe Xun,weapons/spears,0,photo/weapons60/jipaneexun.gif,None,Event
Unfeigned blade,weapons/swords,0,photo/weapons60/unfeignedblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Unfeigned great blade,weapons/swords,0,photo/weapons60/unfeignedblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Unfeigned light blade,weapons/swords,0,photo/weapons60/unfeignedblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Unfeigned minor blade,weapons/swords,0,photo/weapons60/unfeignedblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Unfeigned tempered blade,weapons/swords,0,photo/weapons60/unfeignedblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Unleashed anger,items/drops|items/woodlandsitems,0,photo/items60/unleashedanger.gif,,Woodlands Bear Cave
Veiled Jingum Jian,weapons/swords,0,photo/weapons60/jingumjian.gif,None,Side with the Pirates against Han
Veiled Jingum Xie,weapons/swords,0,photo/weapons60/jingumxie.gif,None,Event
Venal great staff,weapons/spears,0,photo/weapons60/venalstaff.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Venal light staff,weapons/spears,0,photo/weapons60/venalstaff.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Venal minor staff,weapons/spears,0,photo/weapons60/venalstaff.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Venal staff,weapons/spears,0,photo/weapons60/venalstaff.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Venal tempered staff,weapons/spears,0,photo/weapons60/venalstaff.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
Venom sac,items/drops|items/woodlandsitems,0,photo/items60/venomsac.gif,,Woodlands Snake Cave
Verdant batik shirt,armor/coataccessory,0,photo/armor60/verdantbatikshirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Verdant grass skirt,armor/coataccessory,0,photo/armor60/verdantgrassskirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Vicious shank,weapons/swords,0,photo/weapons60/viciousshank.gif,,Random treasure from Iron cache
Vile vial,items/drops|items/woodlandsitems,0,photo/items60/vilevial.gif,,Woodlands Lobster Cave
Village maid fan,weapons/fans,0,,None,"Sept. 11, 2002 Event"
Violet potion,items/vita,0,photo/items60/violetpotion.gif,,Potion Shops
Viper stick,weapons/swords,0,photo/weapons60/wood.gif,Slow paralyzes for 2 seconds,Dropped in Kugnae Snake Cave by Various Enemies
Viperhead woodsaber,weapons/swords,0,photo/weapons60/wood.gif,Can be bought at Smiths,Smith
Viperhead woodsword,weapons/swords,0,photo/weapons60/wood.gif,Can be bought at Smiths,Smith
Wagging tail,items/drops|items/woodlandsitems,0,photo/items60/waggingtail.gif,,Woodlands Dog Cave
Wallstreet suit,armor/coataccessory,0,photo/armor60/wallstreetsuit.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Wand of fire,weapons/carnageprize|weapons/spears,0,photo/weapons60/wandoffire.gif,Break on Death,Carnage prize
War amulet,armor/handitems,0,photo/armor60/waramulet.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
War platemail,armor/peasantarmor,0,photo/armor60/warplatemail.gif,None,Smith Special Info: None
War poem,items/shop,0,photo/items60/scroll.gif,,"Buy in Kugnae, Baek's shop"
War rune,armor/handitems,0,photo/armor60/warrune.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Warded armor,armor/roguearmor|armor/vortexarmor,0,photo/armor60/windarmor.gif,0,Vortex Special Info: 0
Warded armor dress,armor/roguearmor|armor/vortexarmor,0,photo/armor60/windarmordress.gif,0,Vortex Special Info: 0
Warded garb,armor/magearmor|armor/vortexarmor,0,photo/armor60/windgarb.gif,0,Vortex Special Info: 0
Warded gown,armor/poetarmor|armor/vortexarmor,0,photo/armor60/windgown.gif,0,Vortex Special Info: 0
Warded platemail,armor/vortexarmor|armor/warriorarmor,0,photo/armor60/windplatemail.gif,0,Vortex Special Info: 0
Warded platemail dress,armor/vortexarmor|armor/warriorarmor,0,photo/armor60/windplatedress.gif,0,Vortex Special Info: 0
Warded robes,armor/poetarmor|armor/vortexarmor,0,photo/armor60/windrobes.gif,0,Vortex Special Info: 0
Warded skirt,armor/magearmor|armor/vortexarmor,0,photo/armor60/wardedskirt.gif,0,Vortex Special Info: 0
Water Orb,armor/handitems,0,photo/armor60/waterorb.gif,Bonded,Orb Quest Special Info: Bonded
Water Queen Ring,armor/handitems,0,photo/armor60/waterqueenring.gif,None,Dropped by Water Queen boss in Gogoon Crab Cave Special Info: None
Watermelon,items/events|items/vita,0,photo/items60/watermelon.gif,,Halloween events
Wedding cloak,armor/peasantarmor,0,photo/armor60/weddingcloak.gif,Break on Death. Cannot be sold back to NPC.,Tailor Shops Special Info: Break on Death. Cannot be sold back to NPC.
Wedding dress,armor/peasantarmor,0,photo/armor60/weddingdress.gif,Break on Death. Cannot be sold back to NPC.,Seamstress Special Info: Break on Death. Cannot be sold back to NPC.
Whisper bracelet,armor/handitems|armor/handitems,0,photo/armor60/whisperbracelet.gif,None,Carnage Prize Special Info: None
White amber,items/crafts|items/drops|items/rocks|items/spells,0,photo/items60/stardrop.gif,,Dropped by many creatures
White casque,armor/headitems,0,photo/armor60/whitecasque.gif,0,Obtained from jewellers Special Info: 0
White circlet,armor/headitems,0,photo/armor60/whitecirclet.gif,0,Obtained from jewellers Special Info: 0
White covert shield,armor/shields,0,photo/armor60/whiteshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
White dragon staff,weapons/spears,0,photo/weapons60/whitedragonstaff.gif,Rarely,This is the second Mystical weapon. Turn in a Leaf to get this.
White glowing flame,weapons/swords,0,photo/weapons60/whiteglowingflame.gif,,This is the last Mystical weapon. Turn in Dragon staff to get this.
White haste shield,armor/shields,0,photo/armor60/whiteshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
White incognito shield,armor/shields,0,photo/armor60/whiteshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","2019 Thanksgiving Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
White kinkotot,armor/peasantarmor,0,photo/armor60/whitekinkotot.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
White magoja,armor/peasantarmor,0,photo/armor60/whitemagoja.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
White mist shield,armor/shields,0,photo/armor60/whiteshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
White moon axe,weapons/axes,0,,All WMA created now are bonded.,Rogue WMA Quest
White moon blade,weapons/extinct|weapons/swords,1,photo/weapons60/moonblade.gif,Korean Nexus only,Unobtainable
White paper,items/crafts|items/shop,0,photo/items60/whitepaper.gif,,Buy in Messenger shops
White shade leaf,weapons/spears,0,photo/weapons60/whiteshadeleaf.gif,,This is the first Mystical weapon
White spry shield,armor/shields,0,photo/armor60/whiteshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
White stealth shield,armor/shields,0,photo/armor60/whiteshield.gif,"Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White","10th Anniversary Pirate Event Special Info: Non-Bonded - All Pirate Shields come in Black, Blue, Copper, Frost, Gold, Jade, Pink, Purple, Red & White"
White sword,weapons/extinct|weapons/swords,1,photo/weapons60/spiritshard.gif,Extinct,Beta Weapon
White valkyrie,armor/peasantarmor,0,photo/armor60/whitevalkyrie.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Wicked staff,weapons/spears,0,photo/weapons60/wickedstaff.gif,None,Skeleton Mage
Wicked wool,items/drops|items/woodlandsitems,0,photo/items60/wickedwool.gif,,Woodlands Raheem Desert Cave
Wilderness gown,armor/coataccessory,0,photo/armor60/wildernessgown.gif,Barbarians' only,Obtained by members of Barbarian's horde Special Info: Barbarians' only
Wilderness robes,armor/coataccessory,0,photo/armor60/wildernessrobes.gif,Barbarians' only,Obtained by members of Barbarian's horde Special Info: Barbarians' only
Winam sword,weapons/extinct|weapons/swords,1,photo/weapons60/flamefang.gif,Extinct,3.0 Weapon
Wind armor,armor/roguearmor,0,photo/armor60/windarmor.gif,Bonded,Wind Quest Special Info: Bonded
Wind armor dress,armor/roguearmor,0,photo/armor60/windarmordress.gif,Bonded,Wind Quest Special Info: Bonded
Wind garb,armor/magearmor,0,photo/armor60/windgarb.gif,Bonded,Wind Armor Quest Special Info: Bonded
Wind gown,armor/poetarmor,0,photo/armor60/windgown.gif,Bonded,Wind Armor Quest Special Info: Bonded
Wind platemail,armor/warriorarmor,0,photo/armor60/windplatemail.gif,Bonded,Wind Quest Special Info: Bonded
Wind platemail dress,armor/warriorarmor,0,photo/armor60/windplatedress.gif,Bonded,Wind Quest Special Info: Bonded
Wind robes,armor/poetarmor,0,photo/armor60/windrobes.gif,Bonded,Wind Armor Quest Special Info: Bonded
Wind skirt,armor/magearmor,0,photo/armor60/windskirt.gif,Bonded,Wind Armor Quest Special Info: Bonded
Wine,items/mana|items/shop,0,photo/items60/ricewine.gif,,Taverns
Winter armor dress,armor/roguearmor,0,photo/armor60/winterarmordress.gif,None,Smith Special Info: None
Winter blouse,armor/roguearmor,0,photo/armor60/winterblouse.gif,None,Seamstress Special Info: None
Winter drapery,armor/poetarmor,0,photo/armor60/winterdrapery.gif,Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Winter dress,armor/magearmor,0,photo/armor60/winterdress.gif,None,Seamtress Special Info: None
Winter gown,armor/poetarmor,0,photo/armor60/wintergown.gif,None,Seamstress Special Info: None
Winter helmet,armor/headitems,0,photo/armor60/winterhelm.gif,None,Smith Special Info: None
Winter mail dress,armor/warriorarmor,0,photo/armor60/wintermaildress.gif,None,Smith Special Info: None
Winter mantle,armor/poetarmor,0,photo/armor60/wintermantle.gif,Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Tailoring Special Info: Can be sold at Sya's shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Winter robes,armor/poetarmor,0,photo/armor60/winterrobes.gif,None,Seams Special Info: None
Winter scepter,weapons/carnageprize|weapons/spears,0,photo/weapons60/winterscepter.gif,Break on Death,Carnage prize
Winter skirt,armor/magearmor,0,photo/armor60/winterskirt.gif,None,Seamstress Special Info: None
Winter war dress,armor/warriorarmor,0,photo/armor60/winterwardress.gif,None,Smith Special Info: None
Wisdom of the Ages,weapons/swords,0,photo/weapons60/wood.gif,One of a kind,Monk Elder
Wolf meat,items/drops|items/vita,0,photo/items60/beef.gif,,Dropped by various wolves
Wolf Sword,weapons/swords,0,photo/weapons60/wolfsword.gif,Break on Death,Lost Mines Event - Hyul 27
Wonderous JiPanEe Tai,weapons/spears,0,photo/weapons60/jipaneetai.gif,None,Event
Wonderous JiPanEe Xun,weapons/spears,0,photo/weapons60/jipaneexun.gif,None,Event
Wood Orb,armor/handitems,0,photo/armor60/woodorb.gif,Bonded,Orb Quest Special Info: Bonded
Wooden blade,weapons/swords,0,photo/weapons60/wood.gif,None,Created by Carpenters
Wooden saber,weapons/swords,0,photo/weapons60/wood.gif,Given free from Smiths and Newbie Tutorial,Smith
Wooden sword,weapons/swords,0,photo/weapons60/wood.gif,Can be bought at Smiths,Smith
Woodlands armor,armor/coataccessory,0,photo/armor60/woodlandsarmor.gif,Rangers' only,Obtained by members of Rangers guild Special Info: Rangers' only
Woodlands gown,armor/coataccessory,0,photo/armor60/woodlandsgown.gif,Rangers' only,Obtained by members of Rangers guild Special Info: Rangers' only
Worn bone charm,armor/vortexhand|armor/vortexitems,0,photo/armor60/bonecharm.gif,Hunter Cave,Ravage Special Info: Hunter Cave
Worn claw,armor/vortexhand|armor/vortexitems,0,photo/armor60/claw.gif,Water Cave,Crab duke Special Info: Water Cave
Worn daemon heart,armor/vortexhand|armor/vortexitems,0,photo/armor60/daemonheart.gif,Wind Cave,Zibong's mask Special Info: Wind Cave
Worn hand drum,armor/vortexhand|armor/vortexitems,0,photo/armor60/handdrum.gif,Hillman Cave,Kamalattee Special Info: Hillman Cave
Worn luck amulet,armor/vortexhand|armor/vortexitems,0,photo/armor60/luckamulet.gif,Assassin Cave,Ghaleb Special Info: Assassin Cave
Worn lurid eye,armor/vortexhand|armor/vortexitems,0,photo/armor60/lurideye.gif,Dread Cave,Water wizard Special Info: Dread Cave
Worn magus scroll,armor/vortexhand|armor/vortexitems,0,photo/armor60/magusscroll.gif,Magus Cave,Enchanted sorcerer Special Info: Magus Cave
Worn mystic herb,armor/vortexhand|armor/vortexitems,0,photo/armor60/mysticherb.gif,Earth Cave,Water elemental Special Info: Earth Cave
Worn occult sphere,armor/vortexhand|armor/vortexitems,0,photo/armor60/occultsphere.gif,Shadow Cave,Fatal ninja Special Info: Shadow Cave
Worn royal seal,armor/vortexhand|armor/vortexitems,0,photo/armor60/royalseal.gif,Bandit Cave,Mad king Special Info: Bandit Cave
Worn spirit mask,armor/vortexhand|armor/vortexitems,0,photo/armor60/spiritmask.gif,Anchorite Cave,Jaded Enchantress Special Info: Anchorite Cave
Worn steel bracelet,armor/vortexhand|armor/vortexitems,0,photo/armor60/steelbracelet.gif,Gray hand Cave,Bal bloodlust Special Info: Gray hand Cave
Writhe Skullcap,armor/headitems,0,photo/armor60/writheskullcap.gif,None,Dropped by Turtle Boss Special Info: None
Xiou's enchanted magic crown,armor/headitems,0,photo/armor60/Xiousenchantedmagiccrown.gif,,Special Info:
Xiou's enchanted spiritual hood,armor/headitems,0,photo/armor60/Xiousenchantedspiritualhood.gif,,Special Info:
Xiou's enchanted stealth bandana,armor/headitems,0,photo/armor60/Xiousenchantedstealthbandana.gif,,Special Info:
Xiou's enchanted war helmet,armor/headitems,0,photo/armor60/Xiousenchantedwarhelmet.gif,,Special Info:
Yellow amber,items/crafts|items/drops|items/rocks|items/spells,0,photo/items60/yellowamber.gif,,Dropped by many creatures
Yellow casque,armor/headitems,0,photo/armor60/yellowcasque.gif,0,Obtained from jewellers Special Info: 0
Yellow circlet,armor/headitems,0,photo/armor60/yellowcirclet.gif,0,Obtained from jewellers Special Info: 0
Yellow dragon staff,weapons/spears,0,photo/weapons60/yellowdragonstaff.gif,Rarely,This is the second Mystical weapon. Turn in a Leaf to get this.
Yellow glowing flame,weapons/swords,0,photo/weapons60/yellowglowingflame.gif,,This is the last Mystical weapon. Turn in Dragon staff to get this.
Yellow potion,items/vita,0,photo/items60/yellowpotion.gif,,Potion Shops
Yellow scroll,items/shop,0,photo/items60/yellowscroll.gif,,Taverns
Yellow shade leaf,weapons/spears,0,photo/weapons60/yellowshadeleaf.gif,,This is the first Mystical weapon
Yin's Gift ( Electra ),weapons/swords,0,photo/weapons60/electra.gif,Break on Death,Given to People who Reported Bugs During Yinchuehshan's first bug contest
Yin's Gift ( Star-staff),weapons/spears,0,photo/weapons60/star-staff.gif,Break on Death,Given to People who Reported Bugs During Yinchuehshan's first bug contest
Yin's Gift ( Steelthorn ),weapons/swords,0,photo/weapons60/steelthorn.gif,Break on Death,Given to People who Reported Bugs During Yinchuehshan's first bug contest
Yin's Gift ( Titanium lance ),weapons/spears,0,photo/weapons60/titaniumlance.gif,Break on Death.,Given to People who Reported Bugs During Yinchuehshan's first bug contest
Young ginseng,items/drops|items/quests|items/vita,0,photo/items60/ginseng.gif,,Chu rua
